id,name,address,street,city,state,zip,latitude,longitude,court_count,lighted,hitting_wall,pickleball_lined,indoor_outdoor,managed_by,reservation_policy,contact_phone,booking_url,court_level_booking_url,hours,description,notes,category,status
213,Kamiak High School,"10801 Harbour Pointe Blvd, Mukilteo, WA 98275",10801 Harbour Pointe Blvd,Mukilteo,WA,98275,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(425) 366-5800,,,,Tennis courts on Kamiak HS campus.,Mukilteo School District,school,active
214,Mariner High School,"200 120th St SW, Everett, WA 98204",200 120th St SW,Everett,WA,98204,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(425) 356-5500,,,,Tennis courts on Mariner HS campus. (Mukilteo SD; Everett address.),Mukilteo School District,school,active
215,Lake Stevens High School,"2602 113th Ave NE, Lake Stevens, WA 98258",2602 113th Ave NE,Lake Stevens,WA,98258,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(425) 335-1500,,,,Tennis courts on Lake Stevens HS campus.,Lake Stevens School District,school,active
216,McKnight Middle School,"1200 Edmonds Ave NE, Renton, WA 98056",1200 Edmonds Ave NE,Renton,WA,98056,,,4,False,False,False,outdoor,School,"No membership required, first come first play",(425) 204-3600,,,,Four tennis courts on McKnight MS campus in Renton Highlands. Public use outside school hours.,Renton School District,school,active
217,Liberty High School (Renton),"16655 SE 136th St, Renton, WA 98059",16655 SE 136th St,Renton,WA,98059,,,6,True,False,False,outdoor,School,"No membership required, first come first play",(425) 837-4800,,,,Lighted tennis courts on Liberty HS campus in East Renton Highlands. Issaquah School District.,Issaquah SD (verify court count: sources conflict between 3 unlit and 6 lighted; recent renovations suggest 6 lighted) | Official school address per NCES/Issaquah SD: 16655 SE 136th St (was 16801 SE 138th St in earlier rows — may have been a court entrance vs main school entrance). Court count and lighting still need on-site verification (sources conflict 3 vs 6 / unlit vs lighted).,school,active
218,Issaquah High School,"700 2nd Ave SE, Issaquah, WA 98027",700 2nd Ave SE,Issaquah,WA,98027,,,6,True,False,False,outdoor,School,"No membership required, first come first play",(425) 837-6000,,,,Six lighted tennis courts on Issaquah HS campus. Public use outside school activities.,Issaquah School District,school,active
219,The Plateau Club,"25625 E Plateau Dr, Sammamish, WA 98074",25625 E Plateau Dr,Sammamish,WA,98074,,,2,False,False,True,outdoor,Club,Members only - reservations via Recreation Center,(425) 868-6063,,,,Two outdoor tennis courts (also striped for pickleball) at this Sammamish private club. Reservations up to 7 days in advance for members. Tennis ball machine available.,"Per The Plateau Club official site: 'two tennis courts, a tennis ball machine, and pickleball'",private_club,active
220,Villaggio on Yarrow Bay,"4311 Lake Washington Blvd NE, Kirkland, WA 98033",4311 Lake Washington Blvd NE,Kirkland,WA,98033,,,4,True,False,False,outdoor,Apartments owned,Villaggio residents and guests only,(425) 827-4603,,,,Four lighted outdoor tennis courts at this waterfront luxury apartment community. Residents and guests only.,Verified via Villaggio's official amenities page,public_park,active
221,Newport High School,"4333 Factoria Blvd SE, Bellevue, WA 98006",4333 Factoria Blvd SE,Bellevue,WA,98006,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(425) 456-7000,,,,Tennis courts on Newport HS campus. Public use outside school hours and team activities; not reservable.,Bellevue School District - verify exact court count,school,active
222,Interlake High School,"16245 NE 24th St, Bellevue, WA 98008",16245 NE 24th St,Bellevue,WA,98008,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(425) 456-7200,,,,Tennis courts on Interlake HS campus. Public use outside school hours.,Bellevue School District,school,active
223,Tam O'Shanter Golf & Country Club,"1313 183rd Ave NE, Bellevue, WA 98008",1313 183rd Ave NE,Bellevue,WA,98008,,,4,False,False,False,outdoor,HOA/Private,Tam O'Shanter HOA members only,(425) 746-1141,,,,"Four tennis courts at this private residential community club between Bellevue and Redmond. Park also has playground, volleyball, and basketball courts. HOA members only.",Per Tam O'Shanter and community sources: 4 tennis courts in recreational park,hoa_community,active
224,Glendale Country Club,"13554 Main St, Bellevue, WA 98005",13554 Main St,Bellevue,WA,98005,,,3,False,False,False,outdoor,Club,By invitation/Members only,(425) 746-7377,,,,Three hard-surface tennis courts at this 18-hole championship country club in Bellevue.,"Per Global Tennis Network: 3 courts, unlit",private_club,active
225,Sahalee Country Club,"21200 NE Sahalee Country Club Dr, Sammamish, WA 98074",21200 NE Sahalee Country Club Dr,Sammamish,WA,98074,,,4,False,False,False,outdoor,Club,By invitation/Members only,(425) 868-1502,,,,Tennis courts at the prestigious Sahalee Country Club (host of 1998 PGA Championship and 2016/2024 Women's PGA Championship). Members only.,Verify exact court count on-site,private_club,active
226,Overlake Golf & Country Club,"8000 NE 16th St, Medina, WA 98039",8000 NE 16th St,Medina,WA,98039,,,4,False,False,False,outdoor,Club,By invitation only,(425) 454-2261,,,,"Tennis courts at this historic country club founded 1927. Includes golf, tennis, swimming, and clubhouse activities. Invitation-only.",Verify exact court count on-site,private_club,active
227,Bear Creek Country Club,"13737 202nd Ave NE, Woodinville, WA 98077",13737 202nd Ave NE,Woodinville,WA,98077,,,4,False,False,True,outdoor,Club,Members only,(425) 883-4770,,,,Tennis and pickleball courts at this private golf/country club in Woodinville. Members only.,Verify exact court count on-site,private_club,active
228,Cleveland Playfield,"5512 13th Ave S, Seattle, WA 98108",5512 13th Ave S,Seattle,WA,98108,,,3,False,False,False,outdoor,Seattle Parks & Recreation,First come first serve,(206) 684-4075,,,Dawn to Dusk,"Three tennis courts at Cleveland Playfield, part of Seattle Parks & Recreation.",Listed on Seattle Parks tennis reservation page (Courts #1-#3).,public_park,active
229,Hutchinson Playground,"5801 S Pilgrim St, Seattle, WA 98118",5801 S Pilgrim St,Seattle,WA,98118,,,2,False,False,False,outdoor,Seattle Parks & Recreation,First come first serve,(206) 684-4075,,,Dawn to Dusk,"Two tennis courts at Hutchinson Playground in South Seattle, part of Seattle Parks & Recreation.",Listed on Seattle Parks tennis reservation page (Courts #1-#2).,public_park,active
230,Cowen Park,"5849 15th Ave NE, Seattle, WA 98105",5849 15th Ave NE,Seattle,WA,98105,,,2,False,False,False,outdoor,Seattle Parks & Recreation,First come first serve,(206) 684-4075,,,Dawn to Dusk,Two tennis courts at Cowen Park in the University District; currently under construction.,TEMPORARILY CLOSED — Courts #1-#2 marked under construction on Seattle Parks' reservation page. Revisit after construction completes.,public_park,temporarily_closed
231,Roanoke Park (Mercer Island),"70th Ave SE & W Mercer Way, Mercer Island, WA 98040",70th Ave SE & W Mercer Way,Mercer Island,WA,98040,,,1,False,False,False,outdoor,City of Mercer Island,First come first serve (no private reservations per MI Sport Court Rentals policy),(206) 275-7609,,,Dawn to Dusk,"Single tennis court at Roanoke Park, Mercer Island.",Per Mercer Island official park page.,public_park,active
232,Sprinker Recreation Center (Outdoor),"521 Military Rd S, Tacoma, WA 98444",521 Military Rd S,Tacoma,WA,98444,,,6,False,False,True,outdoor,Pierce County Parks & Recreation,"Public, first come first serve",(253) 798-4000,,,Park hours,Six outdoor tennis courts at Sprinker Recreation Center (Pierce County). Facility also has 4 indoor courts (tracked as separate row) and outdoor pickleball courts.,Per Pierce County: facility includes 10 tennis courts (4 indoor + 6 outdoor) and outdoor pickleball. This row tracks the 6 outdoor courts. | Pickleball Lined=Yes here means the venue has outdoor pickleball courts (per Pierce County). Whether the 6 outdoor tennis courts themselves are PB-striped is not confirmed by Pierce County — field-verify if you need court-level striping distinction.,public_park,active
233,Sprinker Recreation Center (Indoor),"521 Military Rd S, Tacoma, WA 98444",521 Military Rd S,Tacoma,WA,98444,,,4,True,False,False,indoor,Pierce County Parks & Recreation,Reservation required for indoor courts,(253) 798-4000,,,Park hours,Four indoor tennis courts at Sprinker Recreation Center (Pierce County).,Per Pierce County: facility includes 10 tennis courts (4 indoor + 6 outdoor). This row tracks the 4 indoor courts. | Gorin Tennis operates the indoor tennis program here. Public access also available.,indoor_facility,active
234,Galbraith Tennis Center,"1680 S Mildred St, Tacoma, WA 98465",1680 S Mildred St,Tacoma,WA,98465,,,6,True,False,False,indoor,USTA Pacific Northwest / City of Tacoma,Open to public; reservations available,(253) 533-1145,,,Varies,Six newly resurfaced indoor tennis courts at this USTA Pacific Northwest public tennis facility.,Public USTA PNW tennis facility. Recently resurfaced indoor courts.,indoor_facility,active
235,Klahanie Summit Tennis (HOA),"4400 Klahanie Dr SE, Issaquah, WA 98029",4400 Klahanie Dr SE,Issaquah,WA,98029,,,1,False,False,True,outdoor,HOA/Private (Klahanie Homeowners Association),Klahanie HOA members and guests only,Klahanie HOA,,,Per HOA,One tennis court (plus 2 pickleball courts) at the Klahanie Summit HOA facility. Part of the Klahanie community's 5 total tennis courts across 3 facilities.,"Per Klahanie sports page: Summit has 1 tennis + 2 pickleball. Sibling rows: Klahanie Lakeside (2 tennis), Klahanie Mountainview (2 tennis). | ⚠️ Address is best-known location for Klahanie Summit Pool & Tennis facility; confirm exact mapping with HOA before publishing.",hoa_community,active
236,Klahanie Lakeside Tennis (HOA),"24811 SE 39th St, Issaquah, WA 98029",24811 SE 39th St,Issaquah,WA,98029,,,2,False,False,False,outdoor,HOA/Private (Klahanie Homeowners Association),Klahanie HOA members and guests only,Klahanie HOA,,,Per HOA,Two tennis courts at the Klahanie Lakeside HOA facility. Part of the Klahanie community's 5 total tennis courts across 3 facilities.,"Per Klahanie sports page: Lakeside has 2 tennis courts. Sibling rows: Klahanie Summit (1 tennis + 2 PB), Klahanie Mountainview (2 tennis). | ⚠️ Address is best-known location for Klahanie Lakeside Pool & Tennis facility; confirm exact mapping with HOA before publishing.",hoa_community,active
237,Inglewood Middle School,"24120 NE 8th St, Sammamish, WA 98074",24120 NE 8th St,Sammamish,WA,98074,,,6,False,False,False,outdoor,Lake Washington School District,"No membership required, first come first play",(425) 936-2360,,,After school hours,Six tennis courts at Inglewood Middle School (Lake Washington School District). School courts often available for public use after school hours; verify current access.,⚠️ Court count (6) from third-party directory; verify on-site. Public access after school activities — confirm current policy.,school,active
238,Battle Point Park Tennis Courts,"11299 Arrow Point Dr, Bainbridge Island, WA 98110",11299 Arrow Point Dr,Bainbridge Island,WA,98110,,,2,False,False,False,outdoor,Bainbridge Island Metro Park & Recreation District,Available for rent,(206) 842-2306,,,Park hours,"Two standard-size tennis courts at Battle Point Park, available for rent through Bainbridge Island Metro Park & Recreation District.",Per Bainbridge Island Metro Parks official: 2 standard size tennis courts available for rent.,public_park,active
239,Browns Point Playfield,"4915 La Hal Da Ln NE, Tacoma, WA 98422",4915 La Hal Da Ln NE,Tacoma,WA,98422,,,2,False,False,True,outdoor,Parks Tacoma (Metro Parks Tacoma),"Public, first come first serve",(253) 305-1000,,,Park hours,Tennis and sport courts at Browns Point Playfield (Parks Tacoma). Courts were recently restriped per the neighborhood parks bond program.,2 tennis courts; pickleball striping confirmed. Parks Tacoma confirms tennis/sport courts at venue.,public_park,active
240,Jefferson Park (Tacoma),"801 N Mason Ave, Tacoma, WA 98406",801 N Mason Ave,Tacoma,WA,98406,,,3,False,False,True,outdoor,Parks Tacoma (Metro Parks Tacoma),"Public, first come first serve",(253) 305-1000,,,Park hours,Tennis and pickleball courts at Jefferson Park (Parks Tacoma). Hosts 2026 Parks Tacoma tennis camp programs.,3 tennis courts total; 2 of the 3 are pickleball-lined. Parks Tacoma confirms tennis/pickleball at venue.,public_park,active
241,Verlo Playfield,"4321 McKinley Ave, Tacoma, WA 98404",4321 McKinley Ave,Tacoma,WA,98404,,,1,False,False,False,outdoor,Parks Tacoma (Metro Parks Tacoma),"Public, first come first serve",(253) 305-1000,,,Park hours,Tennis court at Verlo Playfield (Parks Tacoma). Basketball court was recently converted to a multipurpose court.,Per Parks Tacoma official: 1 tennis court. Verify current status post-multipurpose conversion of adjacent basketball court.,public_park,active
242,Cloverdale Park,"1635 E 59th St, Tacoma, WA 98404",1635 E 59th St,Tacoma,WA,98404,,,1,False,False,False,outdoor,Parks Tacoma (Metro Parks Tacoma),"Public, first come first serve",(253) 305-1000,,,Park hours,Basketball and tennis courts at Cloverdale Park (Parks Tacoma).,1 tennis court; no pickleball striping; no hitting wall. Parks Tacoma confirms tennis at venue.,public_park,active
243,Alling Park,"1134 S 60th St, Tacoma, WA 98408",1134 S 60th St,Tacoma,WA,98408,,,1,False,False,False,outdoor,Parks Tacoma (Metro Parks Tacoma),"Public, first come first serve",(253) 305-1000,,,Park hours,Tennis at Alling Park (Parks Tacoma).,1 tennis court. Parks Tacoma confirms tennis at venue.,public_park,active
244,Titlow Park & Lodge,"8425 6th Ave, Tacoma, WA 98465",8425 6th Ave,Tacoma,WA,98465,,,2,False,False,False,outdoor,Parks Tacoma (Metro Parks Tacoma),"Public, first come first serve",(253) 305-1000,,,Park hours,Tennis at Titlow Park & Lodge (Parks Tacoma).,2 tennis courts. Parks Tacoma confirms tennis at venue.,public_park,active
245,Point Defiance Park,"5629 N 49th St, Ruston, WA 98407",5629 N 49th St,Ruston,WA,98407,,,3,False,False,True,outdoor,Parks Tacoma (Metro Parks Tacoma),"Public, first come first serve",(253) 305-1000,,,Park hours,Tennis at Point Defiance Park (Parks Tacoma).,3 tennis courts; 2 of the 3 are pickleball-lined. Tennis courts located on Ruston side of Point Defiance Park (Ruston is a small separate city enclosed by Tacoma). Official Parks Tacoma page is broad and does not specify court count.,public_park,active
246,Stewart Heights Park,"5715 Reginald Gutierrez Ln, Tacoma, WA 98404",5715 Reginald Gutierrez Ln,Tacoma,WA,98404,,,4,False,False,True,outdoor,Parks Tacoma (Metro Parks Tacoma),"Public, first come first serve",(253) 305-1000,,,Park hours,Basketball and tennis courts at Stewart Heights Park (Parks Tacoma). Courts were resurfaced and restriped per the neighborhood parks bond program.,4 tennis courts; pickleball-lined. (Earlier note attributing courts to the Parks Tacoma bond resurfacing program could not be confirmed against the official bond scope and has been removed.),public_park,active
247,Tacoma Lawn Tennis Club,"502 N Borough Rd, Tacoma, WA 98403",502 N Borough Rd,Tacoma,WA,98403,,,8,False,False,True,both,Private Club,Members only,(253) 383-5934,,,Varies,Eight tennis courts at this private member-owned club. Seasonal indoor/outdoor configuration; also has a pickleball court.,Member-owned private club with seasonal indoor/outdoor court configurations. Per TLTC official: 8 tennis courts + 1 pickleball court.,private_club,active
248,Amy Yee Tennis Center (Indoor),"2000 Martin Luther King Jr Way S, Seattle, WA 98144",2000 Martin Luther King Jr Way S,Seattle,WA,98144,,,10,True,False,False,indoor,Seattle Parks & Recreation,Reservation required,(206) 684-4764,,,Varies,"Ten indoor tennis courts at the Amy Yee Tennis Center, Seattle's primary indoor tennis facility. Reservations through Amy Yee / Seattle Parks.",Companion row to Amy Yee outdoor (6 courts). Seattle Parks lists 10 indoor + 6 outdoor courts total at AYTC.,indoor_facility,active
249,Seaview Park,"8030 185th St SW, Edmonds, WA 98026",8030 185th St SW,Edmonds,WA,98026,,,2,False,False,True,outdoor,"City of Edmonds Parks, Recreation and Human Services",First come first serve,(425) 771-0230,,,Dawn to Dusk,Tennis and pickleball courts at Seaview Park (City of Edmonds). Two outdoor tennis courts per third-party tennis directories; verify count on-site.,"Per Edmonds athletics page, Seaview Park is listed among tennis/pickleball court locations. Court count of 2 from third-party directories — field-verify if precision matters.",public_park,active
250,Explorer Middle School,"9600 Sharon Dr, Everett, WA 98204",9600 Sharon Dr,Everett,WA,98204,,,3,False,False,False,outdoor,Mukilteo School District,First come first serve outside school hours,(425) 366-5000,,,Outside school hours,Three outdoor tennis courts at Explorer Middle School (Mukilteo School District). School courts often available for public use outside school hours; verify access policy.,"Court count of 3 from third-party directories (Ralle, TennisProNow). Public access timing should be verified.",school,active
251,Lynndale Park,"18927 72nd Ave W, Lynnwood, WA 98036",18927 72nd Ave W,Lynnwood,WA,98036,,,2,False,False,False,outdoor,"City of Lynnwood Parks, Recreation and Cultural Arts",First come first serve,(425) 670-5732,,,Dawn to Dusk,Tennis courts at Lynndale Park (City of Lynnwood). Conservative count of 2 used; some directories list up to 4 — field-verify count and lighting.,⚠️ Court count source-conflict: Lynnwood official page confirms park; third-party tennis directories disagree between 2 and 4 courts and on lighting. Conservative count of 2 used. Field-verify before publishing. | ⚠️ Lights/count source conflict: one tennis directory lists 4 lighted courts; another lists 2 unlighted. Lynnwood official page confirms tennis courts but does not state count or lighting. Field-verify before publishing.,public_park,active
252,Evergreen Playfield Complex Tennis Courts,"22205 56th Ave W, Mountlake Terrace, WA 98043",22205 56th Ave W,Mountlake Terrace,WA,98043,,,4,True,False,False,outdoor,City of Mountlake Terrace Recreation & Parks,First come / city reservation policy,(425) 776-9173,,,Dawn to Dusk (lights extend hours),Four lighted tennis courts at the Evergreen Playfield Complex (Mountlake Terrace).,⚠️ 2026 RENOVATION WATCH: April 2026 city update says the three lower tennis courts will be renovated and the single upper court will be converted to three pickleball courts. Tennis-court count will drop from 4 to 3 after renovation.,public_park,active
253,Ballinger Playfield Tennis Court,"23000 Lakeview Dr, Mountlake Terrace, WA 98043",23000 Lakeview Dr,Mountlake Terrace,WA,98043,,,1,False,False,False,outdoor,City of Mountlake Terrace Recreation & Parks,First come first serve,(425) 776-9173,,,Dawn to Dusk,Single tennis court at Ballinger Playfield (Mountlake Terrace).,Per Mountlake Terrace parks overview: city has 5 tennis courts total (4 at Evergreen + 1 at Ballinger).,public_park,active
254,Edgewater Park Tennis/Pickleball Court,"3731 Mukilteo Blvd, Everett, WA 98203",3731 Mukilteo Blvd,Everett,WA,98203,,,1,False,False,True,outdoor,City of Everett,First come first serve,(425) 257-8300,,,Dawn to Dusk,One tennis/pickleball multi-use court at Edgewater Park (Everett).,"TEMPORARILY CLOSED — Everett's Edgewater Park sport-court closure is in progress now (Spring 2026 construction phase). Per RCO project documentation, the replacement sport court will be multi-use: tennis, pickleball, AND basketball designations. Reopening expected Fall 2026. Flip Tennis Playable back to Yes and update court count/PB status after on-site verification of the rebuilt court.",public_park,temporarily_closed
255,Medina Park Tennis Court,"7857 NE 12th St, Medina, WA 98039",7857 NE 12th St,Medina,WA,98039,,,1,False,False,False,outdoor,City of Medina,First come first serve,(425) 233-6400,,,Dawn to Dusk,Single tennis court at Medina Park.,"✅ Address user-verified (2026-05-12): 7857 NE 12th St, Medina, WA 98039 (replaces intersection-style entry). | Per City of Medina: tennis court at Medina Park. 2025 fencing project ongoing.",public_park,active
256,Fairweather Nature Preserve Tennis Courts,"7620 NE 32nd St, Medina, WA 98039",7620 NE 32nd St,Medina,WA,98039,,,2,False,False,False,outdoor,City of Medina,First come first serve,(425) 233-6400,,,Dawn to Dusk,Two tennis courts at Fairweather Nature Preserve.,"✅ Address user-verified (2026-05-12): 7620 NE 32nd St, Medina, WA 98039 (replaces intersection-style entry). | Per City of Medina official: two tennis courts, first come first serve.",public_park,active
257,Steve Cox Memorial Park Tennis Courts,"1321 SW 102nd St, Seattle, WA 98146",1321 SW 102nd St,Seattle,WA,98146,,,4,False,False,True,outdoor,King County Parks,First come first serve,(206) 477-7275,,,Dawn to Dusk,"Tennis courts at Steve Cox Memorial Park (King County Parks, White Center area).",4 tennis courts with pickleball lines.,public_park,active
258,Gene Coulon Memorial Beach Park Tennis Courts,"1201 Lake Washington Blvd N, Renton, WA 98056",1201 Lake Washington Blvd N,Renton,WA,98056,,,2,False,False,False,outdoor,City of Renton,First come first serve,(425) 430-6700,,,Dawn to Dusk,Tennis courts at Gene Coulon Memorial Beach Park (City of Renton waterfront park).,Per Renton's official 2026 amenities matrix: tennis confirmed at Gene Coulon Memorial Beach Park. Court count (2) and unlit status from third-party directories — field-verify if precision matters.,public_park,active
259,Highlands Park & Neighborhood Center Tennis Courts,"800 Edmonds Ave NE, Renton, WA 98056",800 Edmonds Ave NE,Renton,WA,98056,,,2,True,False,False,outdoor,City of Renton,First come first serve,(425) 430-6700,,,Dawn to Dusk,Tennis courts at Highlands Park / Highlands Neighborhood Center (City of Renton).,Per Renton's 2026 amenities matrix: tennis court confirmed. 2 lighted courts per Tennis-Seattle directory — field-verify count/lights.,public_park,active
260,Kiwanis Park,"815 Union Ave NE, Renton, WA 98059",815 Union Ave NE,Renton,WA,98059,,,2,False,False,False,outdoor,City of Renton,First come first serve,(425) 430-6700,,,Dawn to Dusk,Tennis courts at Kiwanis Park (City of Renton).,2 tennis courts. Per Renton's 2026 amenities matrix: tennis court confirmed.,public_park,active
261,North Highlands Park & Neighborhood Center Tennis Court,"3000 NE 16th St, Renton, WA 98056",3000 NE 16th St,Renton,WA,98056,,,1,False,False,False,outdoor,City of Renton,First come first serve,(425) 430-6700,,,Dawn to Dusk,Tennis court at North Highlands Park / North Highlands Neighborhood Center (City of Renton).,Per Renton's 2026 amenities matrix: tennis court confirmed. Single court per Bounce.game; field-verify count and lighting.,public_park,active
262,Philip Arnold Park Tennis Courts,"720 Jones Ave S, Renton, WA 98057",720 Jones Ave S,Renton,WA,98057,,,2,True,False,False,outdoor,City of Renton,First come first serve,(425) 430-6700,,,Dawn to Dusk,Tennis courts at Philip Arnold Park (City of Renton).,"Per Renton's 2026 amenities matrix: tennis court confirmed. 2 lighted courts per third-party directories (Bounce.game, Ralle) — field-verify lighting.",public_park,active
263,Tiffany Park Tennis Courts,"1902 Lake Youngs Way SE, Renton, WA 98058",1902 Lake Youngs Way SE,Renton,WA,98058,,,2,False,False,False,outdoor,City of Renton,First come first serve,(425) 430-6700,,,Dawn to Dusk,Tennis and basketball courts at Tiffany Park (City of Renton).,Per Renton's 2026 amenities matrix: tennis court confirmed. 2 courts per TennisProNow; Visit Renton confirms tennis+basketball. Field-verify count/lights.,public_park,active
264,Tukwila Park Tennis/Pickleball Courts,"15460 65th Ave S, Tukwila, WA 98188",15460 65th Ave S,Tukwila,WA,98188,,,3,False,False,True,outdoor,City of Tukwila Parks,First come first serve,(206) 768-2822,,,Dawn to Dusk,Tennis and pickleball courts at Tukwila Park (City of Tukwila).,"⚠️ Court count source-conflict: Tukwila official page confirms tennis/PB but doesn't state count; Tennis-Round lists 3. Field-verify count, lighting, and PB striping mix.",public_park,active
265,Valley Ridge Park Tennis Courts,"4644 S 188th St, SeaTac, WA 98188",4644 S 188th St,SeaTac,WA,98188,,,2,False,False,False,outdoor,City of SeaTac Parks,First come first serve,(206) 973-4680,,,Dawn to Dusk,Two tennis courts at Valley Ridge Park (City of SeaTac).,Per City of SeaTac + Seattle Southside: 2 tennis courts. Field-verify lighting and pickleball striping if needed.,public_park,active
266,Renton High School Tennis Courts,"400 S 2nd St, Renton, WA 98057",400 S 2nd St,Renton,WA,98057,,,4,False,False,False,outdoor,Renton School District,First come first serve outside school hours; court rentals via RSD Athletics,(425) 204-3400,,,Outside school hours,Four tennis courts at Renton High School (Renton School District).,Court count of 4 from third-party listings. Rental access supported by Renton SD facilities rental page. Verify current public-access timing.,school,active
267,Lindbergh High School Tennis Courts,"16426 128th Ave SE, Renton, WA 98058",16426 128th Ave SE,Renton,WA,98058,,,4,False,False,False,outdoor,Renton School District,First come first serve outside school hours; court rentals via RSD Athletics,(425) 204-3300,,,Outside school hours,Four tennis courts at Lindbergh High School (Renton School District).,Court count of 4 from third-party tennis directories. Rental access via Renton SD facilities rental page.,school,active
268,Foster High School Tennis Courts,"4640 S 144th St, Tukwila, WA 98168",4640 S 144th St,Tukwila,WA,98168,,,4,False,False,False,outdoor,Tukwila School District,First come first serve outside school hours; verify district access policy,(206) 901-7900,,,Outside school hours,Four tennis courts at Foster High School (Tukwila School District).,Court count of 4 from third-party tennis directories. Verify current public-access timing with Tukwila SD.,school,active
